"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-04","0.04",",,S","59","H,,S",,,"48",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-05","0.00",",,S","67","H,,S",,,"53",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-06","0.55",",,S","61","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-07","0.31",",,S","67","H,,S",,,"57",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-08","0.00",",,S","61","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-09",,,"61","H,,S",,,"49",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-10",,,"60","H,,S",,,"52",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-11",,,"62","H,,S",,,"53",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-12","0.18",",,S","57","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-13","1.10",",,S","60","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-14","0.00",",,S","67","H,,S",,,"53",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-15",,,"77","H,,S",,,"60",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-16","0.28",",,S","71","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-17","3.33",",,S","69","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-18","1.67",",,S","58","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-19","0.02",",,S","65","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-20","0.00",",,S","62","H,,S",,,"53",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-21",,,"65","H,,S",,,"52",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-22",,,"64","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-23","0.75",",,S","62","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-24","0.00",",,S","66","H,,S",,,"52",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-25",,,"67","H,,S",,,"57",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-26",,,"73","H,,S",,,"57",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-27",,,"68","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-28",,,"73","H,,S",,,"61",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-29",,,"70","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-30","0.04",",,S","67","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-05-31","0.00",",,S","71","H,,S",,,"58",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-01",,,"75","H,,S",,,"63",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-02",,,"74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-03",,,"76","H,,S",,,"62",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-04",,,"72","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-05",,,"75","H,,S",,,"64",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-06",,,"73","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-07",,,"72","H,,S",,,"64",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-08",,,"71","H,,S",,,"65",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-09",,,"74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-10","0.04",",,S","70","H,,S",,,"65",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-11","0.00",",,S","68","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-12","0.20",",,S","71","H,,S",,,"62",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-13","0.00",",,S","72","H,,S",,,"65",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-14","1.10",",,S","70","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-15","0.69",",,S","71","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-16","0.00",",,S","74","H,,S",,,"61",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-17",,,"73","H,,S",,,"66",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-18",,,"76","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-19",,,"72","H,,S",,,"66",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-20",,,"73","H,,S",,,"66",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-21",,,"74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-22",,,"78","H,,S",,,"65",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-23",,,"76","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-24",,,"78","H,,S",,,"68",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-25",,,"82","H,,S",,,"70",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-26","0.47",",,S","70","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-27","0.00",",,S","74","H,,S","78",",,S","66",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-28","0.00",",,S","74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-29","1.30",",,S","77","H,,S",,,"71",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-06-30","0.00",",,S","76","H,,S",,,"71",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-01","0.70",",,S","71","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-02",,,"74","H,,S",,,"69",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-03","1.56",",,S","82","H,,S",,,"72",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-04","0.00",",,S","81","H,,S","89",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-05","0.02","B,,S","77","H,,S","84",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-06",,,"74","H,,S","81",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-07",,,"74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-08",,,"75","H,,S",,,"64",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-09","0.01",",,S","69","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-10","1.15",",,S","76","H,,S",,,"69",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-11","0.14",",,S","81","H,,S",,,"76",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-12","0.04",",,S","79","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-13","0.02",",,S","81","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-14","0.00",",,S","82","H,,S",,,"76",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-15",,,"83","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-16",,,"84","H,,S",,,"75",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-17",,,"82","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-18",,,"83","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-19",,,"84","H,,S",,,"74",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-20",,,"85","H,,S",,,"76",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-21",,,"87","H,,S",,,"77",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-22",,,"91","H,,S",,,"78",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-23",,,"88","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-24",,,"89","H,,S",,,"81",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-25",,,"86","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-26",,,"86","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-27",,,"88","H,,S",,,"81",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-28",,,"85","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-29","0.30",",,S","88","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-30","0.00",",,S","90","H,,S",,,"79",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-07-31",,,"90","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-01",,,"93","H,,S",,,"82",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-02",,,"93","H,,S",,,"87",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-03",,,"91","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-04",,,"87","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-05","0.08",",,S","86","H,,S",,,"81",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-06","0.18",",,S","86","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-07","0.08",",,S","87","H,,S",,,"80",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-08","0.00",",,S","88","H,,S",,,"82",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-09",,,"83","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-10","0.08",",,S","88","H,,S",,,"78",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-11","0.00",",,S","88","H,,S",,,"80",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-12",,,"87","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-13","0.24",",,S","87","H,,S",,,"80",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-14","0.00",",,S","89","H,,S",,,"82",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-15",,,"89","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-16","0.04",",,S","83","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-17","0.00",",,S","81","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-18",,,"80","H,,S",,,"71",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-19",,,"84","H,,S",,,"73",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-20",,,"84","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-21","0.20",",,S","79","H,,S",,,"74",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-22","0.00",",,S","90","H,,S",,,"74",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-23","0.00",",,S","83","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-24","0.27",",,S","75","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-25","0.14",",,S","76","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-26","0.00",",,S","74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-27","0.65",",,S","74","H,,S",,,"68",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-28","0.20",",,S","76","H,,S",,,"72",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-29","3.82",",,S","77","H,,S",,,"73",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-30","1.99",",,S","77","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-08-31","0.02",",,S","77","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-01","0.00",",,S","78","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-02",,,"79","H,,S",,,"68",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-03","0.08",",,S","72","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-04","1.28",",,S","74","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-05","0.00",",,S","76","H,,S",,,"67",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-06",,,"75","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-07","0.06",",,S","70","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-08","0.00",",,S","71","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-09",,,"73","H,,S",,,"60",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-10",,,"73","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-11",,,"71","H,,S",,,"62",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-12",,,"74","H,,S",,,"62",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-13",,,"74","H,,S",,,"69",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-14",,,"74","H,,S",,,"69",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-15","0.03","B,,S","74","H,,S","79",",,S","70",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-16",,,"71","H,,S","75",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-17","0.00","B,,S","71","H,,S","82",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-18",,,"72","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-19",,,"72","H,,S","80",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-20","0.15",",,S","66","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-21","0.69",",,S","67","H,,S",,,"64",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-22","0.33",",,S","68","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-23","0.00",",,S","66","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-24",,,"62","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-25",,,"66","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-26",,,"66","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-27",,,"66","H,,S",,,"56",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-28",,,"64","H,,S",,,"58",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-29",,,"69","H,,S",,,"58",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-09-30",,,"62","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-01",,,"59","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-02",,,"61","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-03",,,"64","H,,S",,,"52",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-04",,,"69","H,,S",,,"55",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-05","0.06",",,S","62","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-06","3.13",",,S","64","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-07","0.43",",,S","59","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-08","0.00",",,S","59","H,,S",,,"49",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-09",,,"61","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-10","0.28",",,S","51","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-11","0.00",",,S","49","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-12",,,"52","H,,S",,,"41",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-13",,,"55","H,,S",,,"43",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-14",,,"57","H,,S",,,"44",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-15",,,"59","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-16",,,"57","H,,S","69",",,S",,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-17",,,"54","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-18",,,"55","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-19",,,"56","H,,S","69",",,S","45",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-20",,,"56","H,,S",,,"44",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-21",,,"57","H,,S",,,"45",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-22",,,"57","H,,S",,,"48",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-23",,,"52","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-24","0.20",",,S","56","H,,S",,,"46",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-25","0.00",",,S","59","H,,S",,,"45",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-26","0.04",",,S","52","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-27","0.39",",,S","47","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-28","0.16",",,S","46","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-29","0.06",",,S","43","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-30","0.00",",,S","44","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-10-31",,,"45","H,,S",,,"37",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-01",,,"48","H,,S",,,"36",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-02",,,"52","H,,S",,,"39",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-03",,,"53","H,,S",,,"41",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-04",,,"53","H,,S",,,"42",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-05",,,"54","H,,S",,,"44",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-06",,,"55","H,,S",,,"46",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-07","0.08",",,S","55","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-08","0.16",",,S","53","H,,S",,,"51",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-09","2.40",",,S","53","H,,S",,,"49",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-10","0.00",",,S","52","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-11",,,"45","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-12",,,"47","H,,S",,,"38",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-13",,,"48","H,,S",,,"39",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-14",,,"50","H,,S",,,"41",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-15",,,"50","H,,S",,,"40",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-16",,,"45","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-17",,,"41","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-18",,,"44","H,,S",,,"35",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-19",,,"42","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-20",,,"46","H,,S",,,"32",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-21","0.05",",,S","39","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-22","0.00",",,S","35","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-23",,,"38","H,,S",,,"26",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-24","0.36",",,S","36","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-25","0.07",",,S","40","H,,S",,,"34",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-26","0.00",",,S","44","H,,S",,,"35",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-27",,,"44","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-28",,,"40","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-29",,,"37","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-11-30",,,"38","H,,S",,,"29",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-01",,,"43","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-02",,,"50","H,,S",,,"37",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-03","0.20",",,S","52","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-04","0.37",",,S","38","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-05","0.00",",,S","34","H,,S",,,"24",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-06",,,"33","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-07",,,"17","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-08",,,"17","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-09",,,"21","H,,S",,,"11",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-10",,,"30","H,,S",,,"17",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-11",,,"32","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-12",,,"29","H,,S",,,"23",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-13","0.02",",,S","26","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-14","0.04",",,S","24","H,,S",,,"18",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-15","0.00",",,S","30","H,,S",,,"18",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-16",,,"33","H,,S",,,"27",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-17","0.02",",,S","33","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-18","0.00",",,S","39","H,,S",,,"27",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-19",,,"38","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-20",,,"39","H,,S",,,"30",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-21",,,"44","H,,S",,,"33",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-22",,,"43","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-23",,,"33","H,,S",,,,
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-24",,,"29","H,,S",,,"21",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-25",,,"35","H,,S",,,"25",",,S"
"KSM00047108","SEOUL CITY, KS","37.567","126.967","87.0","2018-12-26",,,"24","H,,S",,,,
